DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,GEO_PICT: Pacific Island Countries and territories,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,INCOME: Income,EDUCATION: Education level,OCCUPATION: Occupation,COMPOSITE_BREAKDOWN: Composite breakdown,DISABILITY: Disability,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,REPORTING_TYPE: Reporting type,NATURE: Nature,DATA_SOURCE: Data source,OBS_STATUS: Observation Status,OBS_COMMENT: Comment
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,F: Female,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,86.16,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,F: Female,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,87.19,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,F: Female,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,88.72,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,53,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,57,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,126,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2015,83,PERCENT: percent,N: National,C: Country Data,"Tonga Ministry of Education, EMIS, Year 6",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,VU: Vanuatu,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,90,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,VU: Vanuatu,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,83,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,75,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,33.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,33.33,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,67,PERCENT: percent,N: National,C: Country Data,"Tonga Ministry of Education, EMIS.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,80,INDEX: index,N: National,C: Country Data,"Palau - Ministry of Education Database Extract, Country definition, Class 4",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,125,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,130,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2015,79,PERCENT: percent,N: National,C: Country Data,"Tonga Ministry of Education, EMIS, Year 4",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2019,26.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),2330: Secondary Education Teachers,_Z: Not applicable,_T: No breakdown by disability,2020,333,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2016,33.9,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2018,42.5,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_DISAB: 4.a.1 Schools with access to adapted infrastructure and materials for students with disabilities,NR: Nauru,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,20,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,FJ: Fiji,_T: Total,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,99,INDEX: index,N: National,C: Country Data,"Fiji Ministry of Education, FEMIS - CPI/GER Primary",,
SPC:DF_SDG_04(3.0),A: Annual,SPC_4_6_1: 4.6.1 Proportion of population in a given age group achieving at least a fixed level of proficiency in literacy and numeracy skills,VU: Vanuatu,F: Female,Y15T999: 15+,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_LTRCY: Skill: Functional literacy,_T: No breakdown by disability,2018,86.71,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),M: Male,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,24,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),M: Male,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,47,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,VU: Vanuatu,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,VU: Vanuatu,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,3: Upper secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2010,70.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,3: Upper secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,60.8,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2014,27.5,PERCENT: percent,N: National,C: Country Data,"Nauru Ministry of Education, Year 6",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2019,50,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2019,62.8,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,62.77,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,109,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,96.36,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,76.4,PERCENT: percent,N: National,C: Country Data,"FSM, fedEMIS online.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,67.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,68,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,KI: Kiribati,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,97.3,PERCENT: percent,N: National,C: Country Data,"Kiribati National Statistics Office, Kiribati Social Development Indicator Survey 2018-19",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,KI: Kiribati,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TV: Tuvalu,F: Female,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,53.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TV: Tuvalu,F: Female,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,65.9,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,KI: Kiribati,F: Female,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2013,24,PERCENT: percent,N: National,C: Country Data,"Kiribati, Ministry of Education, Class 6",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2016,87,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SPC_4_6_1: 4.6.1 Proportion of population in a given age group achieving at least a fixed level of proficiency in literacy and numeracy skills,WS: Samoa,F: Female,Y15T24: 15-24,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_LTRCY: Skill: Functional literacy,_T: No breakdown by disability,2018,99.44,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_DISAB: 4.a.1 Schools with access to adapted infrastructure and materials for students with disabilities,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,84.21,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NR: Nauru,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,SKILL_READ: Skill: Minimum proficiency in reading,_T: No breakdown by disability,2014,38.2,PERCENT: percent,N: National,C: Country Data,"Nauru Ministry of Education, Year 6",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2014,53.3,PERCENT: percent,N: National,C: Country Data,"Nauru Ministry of Education, Year 3",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,PG: Papua New Guinea,_T: Total,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,91,INDEX: index,N: National,C: Country Data,"PNG Ministry of Education, Education at a Glance 2016, CPI/GER Secondary",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,VU: Vanuatu,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,87,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,VU: Vanuatu,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,76,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_INTNT: 4.a.1 Schools with access to the internet for pedagogical purposes,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2015,25,PERCENT: percent,N: National,C: Country Data,"FSM Ministry of Education, Country definition, Secondary Grade 10",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NR: Nauru,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,59,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,38.5,PERCENT: percent,N: National,C: Country Data,UNESCO Institute for Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,64.7,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,68.5,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,62.09,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TV: Tuvalu,M: Male,Y07T14: 07-14,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_READ: Skill: Minimum proficiency in reading,_T: No breakdown by disability,2019,55,PERCENT: percent,N: National,C: Country Data,"Tuvalu Central Statistics Department. 2021. Tuvalu Multiple Indicator Cluster Survey 2019�2020, Snapshot of Key Findings. Funafuti, Tuvalu: Tuvalu Central Statistics Department.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2010,70.9,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,79.8,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,80.25,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,85.76,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,94.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TV: Tuvalu,M: Male,_T: All ages,_T: National,_T: Total,0: Early childhood education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,0,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2011,80.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,87.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,89.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
